-8.033267,86.824179,0.000000
39.151480,135.689680,0.064155
64.429024,163.492466,0.132291
79.595550,181.185147,0.195123
89.706567,192.980268,0.244026
96.447246,200.562846,0.328108
101.502754,206.460407,0.388945
105.715678,210.672950,0.453771
109.086018,212.357967,0.520594
113.298941,213.200476,0.580432
117.511865,212.357967,0.645292
121.724789,210.672950,0.728038
126.780298,207.302915,0.789874
131.835807,203.090372,0.852749
136.891315,197.192812,0.920564
142.789409,191.295251,0.987361
147.844918,184.555182,1.052221
152.900426,176.972604,1.137040
157.113350,169.390026,1.195847
161.326274,161.807448,1.260048
164.696613,154.224871,1.327865
166.381783,147.484801,1.387705
168.066952,139.902224,1.453529
168.909537,132.319646,1.535522
168.909537,125.579576,1.596395
168.066952,118.839507,1.660189
166.381783,112.099438,1.730999
163.854028,106.201878,1.781863
161.326274,99.461808,1.844696
157.955935,93.564248,1.992336
154.585596,87.666687,2.052172
150.372672,81.769127,2.116002
145.317163,76.714075,2.201740
141.104239,71.659023,2.260582
136.048731,66.603971,2.325443
130.993222,61.548919,2.408220
126.780298,56.493867,2.469058
121.724789,52.281324,2.533851
116.669281,48.911289,2.624640
112.456357,44.698746,2.684481
107.400848,41.328712,2.747282
103.187924,38.801186,2.831059
98.975000,35.431151,2.893890
94.762076,32.903625,2.955725
90.549152,30.376099,3.024575
87.178813,28.691082,3.099338
83.808474,26.163556,3.164167
79.595550,24.478539,3.233013
77.067796,22.793521,3.307781
73.697457,21.108504,3.375636
70.327117,20.265995,3.432480
67.799363,19.423487,3.508244
64.429024,18.580978,3.576095
61.058685,17.738469,3.704760
57.688346,17.738469,3.780832
54.318007,18.580978,3.844659
50.947667,18.580978,3.922486
47.577328,20.265995,3.985647
44.206989,21.108504,4.047863
40.836650,21.951013,4.114652
37.466311,23.636030,4.192446
34.095972,25.321047,4.256308
31.568217,27.006065,4.325089
28.197878,29.533591,4.383931
25.670124,31.218608,4.447763
23.142370,33.746134,4.515579
20.614615,36.273660,4.595366
17.244276,38.801186,4.648256
14.716522,41.328712,4.712054
12.188767,43.013729,4.772924
10.503598,45.541255,4.836720
7.975844,47.226272,4.904540
5.448089,49.753798,4.983360
3.762920,51.438815,5.044165
1.235165,53.123833,5.113015
-1.292589,54.808850,5.172821
-4.662928,55.651359,5.236683
-7.190683,56.493867,5.305466
-10.561022,56.493867,5.388277
-13.931361,57.336376,5.452075
-17.301700,56.493867,5.519533
-20.672039,56.493867,5.580371
-23.199793,55.651359,5.646226
-26.570133,53.966341,5.711023
-29.940472,52.281324,5.787815
-32.468226,49.753798,5.852643
-34.995980,48.068781,5.919498
-37.523735,44.698746,5.982327
-40.051489,42.171220,6.045158
-43.421828,38.801186,6.114940
-45.949583,35.431151,6.180763
-48.477337,31.218608,6.244595
-51.847676,27.848573,6.378269
-56.060600,24.478539,6.436080
-60.273524,21.951013,6.516897
-64.486448,19.423487,6.584718
-68.699372,16.895961,6.644522
-72.912296,14.368435,6.726306
-77.125220,12.683418,6.792128
-81.338143,11.840909,6.853000
-85.551067,10.998400,6.932786
-88.921407,10.998400,7.007553
-92.291746,11.840909,7.070415
-95.662085,12.683418,7.147180
-99.032424,14.368435,7.214996
-101.560178,16.053452,7.276863
-103.245348,17.738469,7.356650
-105.773102,20.265995,7.425434
-107.458272,22.793521,7.484276
-109.143441,26.163556,7.548137
-111.671196,29.533591,7.631916
-113.356365,32.903625,7.692751
-114.198950,36.273660,7.765525
-115.041535,38.801186,7.832377
-115.884120,42.171220,7.893217
-115.884120,45.541255,7.956046
-115.041535,48.911289,8.104665
-115.041535,51.438815,8.169489
-115.041535,54.808850,8.228312
-115.884120,56.493867,8.295222
-117.569289,58.178885,8.356378
-119.254459,59.021393,8.437162
-120.939628,59.863902,8.508146
-122.624798,60.706411,8.564032
-124.309967,60.706411,8.628402
-125.995137,59.863902,8.696254
-126.837722,59.021393,8.756061
-127.680307,57.336376,8.840866
-129.365476,55.651359,8.903699
-131.050646,53.123833,8.964536
-133.578400,50.596307,9.028341
-135.263570,47.226272,9.096203
-137.791324,44.698746,9.161029
-141.161663,42.171220,9.236826
-144.532002,39.643694,9.303615
-147.902341,37.116168,9.364484
-152.115265,33.746134,9.428307
-156.328189,31.218608,9.500113
-160.541113,27.848573,9.556246
-165.596622,25.321047,9.636033
-170.652131,22.793521,9.703851
-175.707639,21.108504,9.764688
-179.920563,19.423487,9.836861
-185.818657,18.580978,9.895739
-190.031581,17.738469,9.956617
-195.087089,18.580978,10.036744
-200.142598,19.423487,10.103566
-204.355522,20.265995,10.169420
-208.568446,21.951013,10.229260
-212.781370,23.636030,10.296082
-216.151709,25.321047,10.355892
-220.364633,27.848573,10.436706
-224.577557,30.376099,10.509480
-227.947896,32.903625,10.563933
-231.318235,35.431151,10.628749
-233.845989,37.116168,10.695572
-236.373744,38.801186,10.756440
-238.058913,40.486203,10.825257
-240.586668,41.328712,10.904013
-241.429252,43.013729,10.963851
-243.114422,43.856238,11.028678
-243.957007,45.541255,11.096531
